,category,titular,traduccion
1189,politics,"the uk biggest civil service union is to ballot its 290,000 members on strikes in protest at government plans to extend their pension age to 65",['El sindicato más grande de la administración pública es votar a sus 290.000 miembros en huelgas en protesta por los planes del gobierno para ampliar su edad de jubilación a 65 años']
1190,politics,tony blair has become the labour party longest-serving prime minister,['Tony Blair se ha convertido en el primer ministro del Partido Laborista desde hace más tiempo.']
1191,politics,"the conservative party would deal sympathetically with any application by disgraced peer lord archer to rejoin its ranks, its co-chairman has said","['el partido conservador se ocuparía con simpatía de cualquier solicitud de Lord Archer deshonrado para reincorporarse a sus filas, su copresidente ha dicho']"
1192,politics,"the bbc should steer away from demonising ex-downing street media chief alastair campbell, peter mandelson has said","['el bbc debería alejarse de demonizar ex-derribado jefe de medios callejeros alastair campbell, Peter Mandelson ha dicho']"
1193,politics,"a cap on donations to political parties should not be introduced yet, the elections watchdog has said","['un tope a las donaciones a los partidos políticos no debe ser introducido todavía, el perro guardián de las elecciones ha dicho']"
1194,politics,the tories are to back controversial government plans to introduce id cards,['los tories van a respaldar los polémicos planes del gobierno para introducir tarjetas de identificación']
1195,politics,michael howard has denied his shadow cabinet was split over its decision to back controversial labour plans to introduce id cards,['Michael Howard ha negado que su gabinete de sombras estaba dividido por su decisión de respaldar los controvertidos planes laborales para introducir tarjetas de identificación']
1196,politics,"public trust in taxes is breaking down because labour and tories are not being straight with people on the issue, lib dem leader charles kennedy has said","['La confianza pública en los impuestos está descomponiéndose porque el trabajo y los tories no están siendo directos con la gente sobre el tema, dijo el líder de lib dem charles Kennedy']"
1197,politics,george galloway is to stand against pro-iraq war labour mp oona king at the next general election,['George Galloway va a oponerse al trabajo de guerra pro-iraq mp oona rey en las próximas elecciones generales']
1198,politics,the tories failed to hold onto power in 1974 after liberals demanded sir edward heath quit in return for co-operation,['los conservadores no pudieron mantenerse en el poder en 1974 después de que los liberales exigieran que Sir Edward Heath renunciara a cambio de cooperación']
1199,politics,"the uk independence party outspent both labour and the liberal democrats in the european elections, new figures show","['El partido independentista británico superó tanto a los demócratas liberales como a los trabajadores en las elecciones europeas, muestran las nuevas cifras']"
1200,politics,the tories have accused tony blair of being terrified of scrutiny after labour unveiled details of how it will fight the next general election,['los tories han acusado a Tony Blair de estar aterrorizado de escrutinio después de que el trabajo reveló detalles de cómo va a luchar en las próximas elecciones generales']
1201,politics,"ex-downing street media chief alastair campbell will return to the fold to strengthen labour general election campaign, the party has confirmed","['ex-derribado jefe de medios callejeros alastair campbell volverá al redil para fortalecer la campaña de las elecciones generales laborales, el partido ha confirmado']"
1202,politics,a conservative mp and former minister has defected to labour,['un mp conservador y ex ministro ha desertado al trabajo']
1203,politics,"sir anthony meyer, the tory backbencher who challenged margaret thatcher for the party leadership in 1989, has died","['Sir Anthony Meyer, el backbencher tory que desafió a Margaret Thatcher por la dirección del partido en 1989, ha muerto.']"
1204,politics,"the majority of young people are interested in politics, holding strong opinions on policies and have a keen appetite for direct action","['la mayoría de los jóvenes están interesados en la política, tienen fuertes opiniones sobre las políticas y tienen un gran apetito por la acción directa']"
1205,politics,mps will be thrown out of the commons if they use blackberries in the chamber speaker michael martin has ruled,['mps serán expulsados de los comunes si utilizan moras en el altavoz de cámara Michael Martin ha gobernado']
1206,politics,talks aimed at averting a series of national strikes over pensions reforms will take place this weekend,['Este fin de semana se celebrarán conversaciones destinadas a evitar una serie de huelgas nacionales sobre las reformas de las pensiones']
1207,politics,talks aimed at averting national strikes over pension reforms have ended without agreement after 90 minutes,['Las conversaciones destinadas a evitar las huelgas nacionales sobre las reformas de las pensiones han terminado sin acuerdo después de 90 minutos']
1208,politics,"political parties cannot afford to take older uk voters for granted in the coming election, says age concern","['Los partidos políticos no pueden darse el lujo de dar por sentado a los votantes mayores en las próximas elecciones, dice la preocupación por la edad']"
1209,politics,tony blair says he will be facing the issue of trust and his own integrity head on during the election campaign,['Tony Blair dice que se enfrentará a la cuestión de la confianza y su propia integridad durante la campaña electoral']
1210,politics,the head of the failing child support agency widely reported to have resigned three months ago is still at the helm of the troubled organisation,"['El jefe de la deficiente agencia de manutención de los hijos, según se ha informado, renunció hace tres meses, sigue al mando de la problemática organización.']"
1211,politics,"tony blair has pledged to never, ever, ever attack tory leader michael howard over his jewish beliefs","['Tony Blair se ha comprometido a nunca, nunca, jamás, atacar al líder tory Michael Howard por sus creencias judías.']"
1212,politics,"anger at council tax rises spilled over into mass protests in 2003, when the average english bill rose 12.9%","['la ira por los aumentos de impuestos del consejo se extendió a las protestas masivas en 2003, cuando el proyecto de ley promedio en inglés subió 12,9%']"
1213,politics,"labour choice of a white candidate for one of the uk most multi-racial seats proves the need for all-black short lists, says a race group","['La elección laboral de un candidato blanco para uno de los asientos más multirraciales del Reino Unido demuestra la necesidad de listas cortas negras, dice un grupo de raza']"
1214,politics,a group of mps has tried to raise the pressure on tony blair over reform to the house of lords by publishing a detailed blueprint for change,['un grupo de mps ha tratado de aumentar la presión sobre Tony Blair sobre la reforma a la casa de los señores publicando un proyecto detallado para el cambio']
1215,politics,the rewards of leaving front-bench politics are shown in the latest annual register of members' interests,['las recompensas de salir de la política de frente se muestran en el último registro anual de los intereses de los miembros']
1216,politics,record numbers of schools across the uk are to take part in a mock general election backed by the government,['Número récord de escuelas en todo el Reino Unido van a tomar parte en unas elecciones generales simuladas respaldadas por el gobierno']
1217,politics,"the labour party received more than £5m in donations in the final quarter of 2004, new figures show","['el partido obrero recibió más de 5 millones de libras en donaciones en el último trimestre de 2004, las nuevas cifras muestran']"
1218,politics,"voters' pent up passion could confound predictions of a low turnout in the coming general election, charles kennedy has said","['La pasión de los votantes podría confundir las predicciones de una baja participación en las próximas elecciones generales, Charles Kennedy ha dicho']"
1219,politics,the tories say ministers must respond in parliament to claims that the legal advice used to justify the iraq war was drawn up at number 10,['los conservadores dicen que los ministros deben responder en el parlamento a las afirmaciones de que el asesoramiento jurídico utilizado para justificar la guerra de Irak fue elaborado en el número 10']
1220,politics,the uk independence party could take legal action to unseat two london assembly members who defected to robert kilroy silk veritas party,['el partido de la independencia uk podría tomar acción legal para desbancar a dos miembros de la asamblea de Londres que desertó al partido Robert Kilroy seda veritas']
1221,politics,"so who, if anyone, is playing politics with the security of the nation?","['Entonces, ¿quién, si alguien, está jugando a la política con la seguridad de la nación?']"
1222,politics,the attorney general has denied his statement to parliament about the legality of the iraq war was drafted by downing street officials,['el fiscal general ha negado su declaración ante el Parlamento sobre la legalidad de la guerra de Irak fue redactada por funcionarios callejeros']
1223,politics,the attorney general has again denied being leant on by downing street to make the legal case for invading iraq,['el fiscal general ha negado de nuevo ser apoyado por la calle abajo para hacer el caso legal para invadir Irak']
1224,politics,the conservatives' campaign director has denied a report claiming he warned michael howard the party could not win the next general election,['el director de campaña de los conservadores ha negado un informe diciendo que advirtió a Michael Howard que el partido no podría ganar las próximas elecciones generales']
1225,politics,"the labour party will hold its 2006 autumn conference in manchester and not blackpool, it has been confirmed","['el partido sindical celebrará su conferencia de otoño de 2006 en Manchester y no en Blackpool, se ha confirmado']"
1226,politics,labour has been accused of using anti-semitic images in posters which critics claim depict tory leader michael howard as fagin,['mano de obra ha sido acusado de utilizar imágenes antisemitas en carteles que los críticos dicen que representan tory líder Michael Howard como fagin']
1227,politics,labour election chief alan milburn has defended his party campaign posters amid tory claims the ads were nothing short of sly anti-semitism,"['El jefe de las elecciones laborales, Alan Milburn, ha defendido sus carteles de campaña partidaria en medio de las afirmaciones tory de que los anuncios eran nada menos que un astuto antisemitismo.']"
1228,politics,ex-chat show host robert kilroy-silk is to contest the derbyshire seat of erewash at the next general election,['ex-chat show anfitrión robert kilroy-silk es para disputar la sede derbyshire de erewash en las próximas elecciones generales']
1229,politics,immigration and asylum have normally been issues politicians from the big parties have tiptoed around at election time,['inmigración y asilo han sido normalmente temas políticos de los grandes partidos han dado la vuelta de puntillas en el momento de las elecciones']
1230,politics,liberal democrat leader charles kennedy has begun a week-long tour to persuade voters they are the real opposition,['El líder liberal demócrata Charles Kennedy ha comenzado una gira de una semana para convencer a los votantes de que son la verdadera oposición']
1231,politics,tony blair has told labour supporters he is back and still hungry for the job of prime minister - but does that sum up the mood at the party spring conference in gateshead?,['Tony Blair ha dicho a los partidarios del trabajo que está de vuelta y todavía tiene hambre por el trabajo de primer ministro - pero ¿resume eso el estado de ánimo en la conferencia de primavera del partido en gatehead?']
1232,politics,labour and the conservatives are still telephoning the millions of people who have signed up to make sure they do not get marketing cold calls,['El trabajo y los conservadores siguen telefoneando a los millones de personas que se han inscrito para asegurarse de que no reciben llamadas frías de marketing']
1233,politics,"people vulnerable to problem debts should be afforded greater protection from banks aggressively promoting financial products, the lib dems say","['las personas vulnerables a las deudas problemáticas deben recibir una mayor protección de los bancos promoviendo agresivamente los productos financieros, dicen los lib dems']"
1234,politics,"the liberal democrats have unveiled plans to build 100,000 new affordable homes on publicly owned land",['los demócratas liberales han desvelado planes para construir 100.000 nuevas viviendas asequibles en tierras de propiedad pública']
1235,politics,the liberal democrats are attempting to woo female voters with the launch of their manifesto for women,['los demócratas liberales están tratando de cortejar a las votantes con el lanzamiento de su manifiesto para las mujeres']
1236,politics,lib dem leader charles kennedy has said voters now have a fundamental lack of trust of tony blair as prime minister,['Lib Dem líder Charles Kennedy ha dicho que los votantes ahora tienen una falta fundamental de confianza de Tony Blair como primer ministro']
1237,politics,gordon brown has outlined what he thinks should be the key themes of new labour next general election bid,['Gordon Brown ha esbozado lo que él cree que deberían ser los temas clave de la próxima candidatura de las elecciones generales.']
1238,politics,veteran labour mp and former cabinet minister jack cunningham has said he will stand down at the next election,['veteranos trabajadores mp y ex ministro del gabinete Jack asticham ha dicho que se retirará en las próximas elecciones']
1239,politics,michael howard has finally revealed the full scale of his planned tory tax cuts,['Michael Howard finalmente ha revelado toda la escala de sus planes de reducción de impuestos tory']
1240,politics,teenagers will be able to become mps under plans unveiled by ministers,['adolescentes serán capaces de convertirse en mps bajo planes desvelados por los ministros']
1241,politics,"labour has unveiled the four little words that will form the heart of its general election campaign which, for those just returned from the planet galifray, is looming","['trabajo ha revelado las cuatro pequeñas palabras que formarán el corazón de su campaña electoral general que, para aquellos que acaban de regresar del planeta galifray, se avecina']"
1242,politics,"local communities would be asked to go to the polls to elect their own area police commissioner, under plans unveiled by the conservatives","['Se pediría a las comunidades locales que fueran a las urnas para elegir a su propio comisionado de policía de área, bajo los planes desvelados por los conservadores']"
1243,politics,"broadcasters should fix a date for a pre-election televised debate between the three main political leaders, according to the hansard society","['las emisoras deben fijar una fecha para un debate televisado pre-electoral entre los tres principales líderes políticos, según la sociedad hansard']"
1244,politics,"gordon brown has issued a rallying cry to supporters, warning the stakes are too high to stay at home or protest vote in the next general election","['Gordon Brown ha lanzado un grito de protesta a los partidarios, advirtiendo que las apuestas son demasiado altas para quedarse en casa o para protestar en las próximas elecciones generales.']"
1245,politics,gordon brown has delivered a rousing speech to labour spring conference setting out the government agenda for the next general election,['Gordon Brown ha pronunciado un conmovedor discurso en la conferencia de primavera laboral en el que se establece el orden del día del gobierno para las próximas elecciones generales']
1246,politics,"tony blair lied when he took the uk to war so has no qualms about lying in the election campaign, say the tories","['Tony Blair mintió cuando llevó al uk a la guerra así que no tiene reparos en mentir en la campaña electoral, dicen los tories']"
1247,politics,the prime minister has donned a life jacket and joined school children in a sailing dinghy as he sought to sell his party education policies,['el primer ministro se ha puesto un chaleco salvavidas y se unió a los escolares en un bote de vela mientras trataba de vender su partido políticas de educación']
1248,politics,he called it his masochism strategy in the run-up to the iraq war and now tony blair has signed up for another dose of pain,['lo llamó su estrategia de masoquismo en el período previo a la guerra de Irak y ahora Tony Blair se ha apuntado a otra dosis de dolor']
1249,politics,"chancellor gordon brown will deliver his budget to the house of commons on 16 march, the treasury has announced","['canciller Gordon Brown entregará su presupuesto a la casa de los comunes el 16 de marzo, el Tesoro ha anunciado']"
1250,politics,"public trust in the handling of the economy can only be restored if gordon brown opens up his books for unbiased inspection, say the lib dems","['La confianza pública en el manejo de la economía sólo puede restaurarse si Gordon Brown abre sus libros para una inspección imparcial, dicen los lib dems']"
1251,politics,tony blair has backed chancellor gordon brown pre-budget report amid opposition claims he was too bullish about the state of the uk economy,['Tony Blair ha apoyado al canciller Gordon Brown informe pre-presupuesto en medio de las afirmaciones de la oposición que era demasiado alcista sobre el estado de la economía uk']
1252,politics,"ministers are unhappy about plans to use whitehall cash to keep council tax bills down, local government minister nick raynsford has acknowledged","['ministros están descontentos por los planes de utilizar dinero en efectivo Whitehall para mantener las facturas de impuestos del consejo abajo, el ministro del gobierno local Nick Raynsford ha reconocido']"
1253,politics,"britain £3bn eu rebate is not up for renegotiation at next week european council summit, jack straw said","['Gran Bretaña £3 000 millones de descuento eu no está disponible para renegociación en la próxima cumbre del Consejo Europeo de la próxima semana, Jack paja dijo']"
1254,politics,chancellor gordon brown closest ally has denied suggestions there will be a budget giveaway on 16 march,['canciller Gordon Brown aliado más cercano ha negado sugerencias habrá un regalo de presupuesto el 16 de marzo']
1255,politics,"as tory spokesman oliver letwin said - any chancellor would use his pre-election budget to offer some vote winning sweeteners, would not he","['Como dijo el portavoz de Tory Oliver Letwin, cualquier canciller usaría su presupuesto preelectoral para ofrecer algunos edulcorantes ganadores de votos, ¿no es así?']"
1256,politics,gordon brown will seek to put the economy at the centre of labour bid for a third term in power when he delivers his ninth budget at 1230 gmt,['Gordon Brown tratará de poner la economía en el centro de la oferta de trabajo para un tercer mandato en el poder cuando entrega su noveno presupuesto en 1230 acuerdos']
1257,politics,labour may have abolished hunting - but that did not stop chancellor gordon brown using his budget to fire both barrels at some of the opposition parties' core election foxes,['El trabajo puede haber abolido la caza - pero eso no detuvo al canciller Gordon Brown usando su presupuesto para disparar ambos barriles a algunos zorros electorales de los partidos de la oposición']
1258,politics,"gordon brown has failed to tackle the fundamental unfairness in the tax system in his ninth budget, charles kennedy has said","['Gordon Brown no ha logrado abordar la injusticia fundamental en el sistema tributario en su noveno presupuesto, Charles Kennedy ha dicho']"
1259,politics,"tory leader michael howard has dismissed gordon brown budget as vote now, pay later spending plans","['El líder tory Michael Howard ha descartado el presupuesto de Gordon Brown como voto ahora, pagar planes de gasto posteriores']"
1260,politics,thousands of civil service jobs have already been cut or moved out of london as part of a major cost-cutting drive,['miles de puestos de trabajo en la administración pública ya han sido cortados o trasladados de Londres como parte de una importante campaña de reducción de costes']
1261,politics,gordon brown has called on rich nations to fund a £5.5bn plan to fight the aids epidemic and find a vaccine,"['Gordon Brown ha pedido a las naciones ricas que financien un plan de 5,5 mil millones de libras para combatir la epidemia de ayudas y encontrar una vacuna.']"
1262,politics,"tony blair has had the chance to tackle the problems facing britain and has failed, michael howard has said","['Tony Blair ha tenido la oportunidad de abordar los problemas a los que se enfrenta Gran Bretaña y ha fracasado, Michael Howard ha dicho']"
1263,politics,"the government must act quickly on the law lords' ruling that detention of foreign terror suspects without trial is unlawful, mary robinson has said","['el gobierno debe actuar rápidamente sobre la decisión de los señores de la ley de que la detención de sospechosos de terrorismo extranjeros sin juicio es ilegal, Mary Robinson ha dicho']"
1264,politics,uk airport operator baa has reiterated its support for the government aviation expansion plans to airports throughout the country,['uk operador de aeropuerto baa ha reiterado su apoyo a los planes de expansión de la aviación del gobierno a aeropuertos de todo el país']
1265,politics,"the government immigration rules racially discriminated against roma seeking entry into the uk, the law lords have ruled","['las normas de inmigración del gobierno racialmente discriminado contra Roma que busca entrar en el Reino Unido, los señores de la ley han dictaminado']"
1266,politics,michael howard is to make a pitch for britain ethnic vote urging people who feel taken for granted by tony blair to vote conservative,['Michael Howard va a hacer una campaña para el voto étnico británico instando a las personas que se sienten tomadas por sentado por Tony Blair a votar conservador']
1267,politics,ministers will invite international observers to check the forthcoming uk general election is fairly run,['ministros invitarán a observadores internacionales a comprobar que las próximas elecciones generales del Reino Unido se han celebrado en un plazo razonable']
1268,politics,french president jacques chirac has called the uk £3bn rebate from the european union unjustified,['Presidente francés jacques chirac ha llamado el uk £3bn descuento de la unión europea injustificada']
1269,politics,"a major change of direction is needed in britain if it is to prosper, the shadow chancellor said as the tory party spring conference began","['Un gran cambio de dirección es necesario en Gran Bretaña para que prospere, dijo el canciller de la sombra cuando comenzó la conferencia de primavera del partido tory']"
1270,politics,"gordon brown has doubled the level at which house buyers pay stamp duty to £120,000 as he put the economy at the heart of labour election campaign","['Gordon Brown ha duplicado el nivel en el que los compradores de casas pagan derechos de timbre a £120.000, ya que puso la economía en el corazón de la campaña electoral laboral']"
1271,politics,ministers have been asked to explain how budget details were printed in a london newspaper half an hour before gordon brown made his speech,['Se ha pedido a los ministros que expliquen cómo se imprimieron los detalles del presupuesto en un periódico de Londres media hora antes de que Gordon Brown pronunciara su discurso.']
1272,politics,"controversial new uk casinos will be banned from using american tricks of the trade to ensure they are socially responsible, it has been suggested","['controversial nuevos casinos uk se prohibirá el uso de trucos americanos del comercio para asegurarse de que son socialmente responsables, se ha sugerido']"
1273,politics,"the prime minister has defended measures to allow house arrest without trial, saying several hundred people in the uk are plotting terror attacks","['el primer ministro ha defendido medidas para permitir el arresto domiciliario sin juicio, diciendo varios cientos de personas en el uk están conspirando ataques terroristas']"
1274,politics,"terrorists might try to target the uk in the run-up to the election, london most senior police officer has said","['terroristas podrían tratar de atacar al uk en el período previo a las elecciones, Londres más alto oficial de policía ha dicho']"
1275,politics,"the minimum wage will rise in october, benefiting more than 1m people, the government has announced","['el salario mínimo subirá en octubre, beneficiando a más de 1 millón de personas, el gobierno ha anunciado']"
1276,politics,"support for a ban on hunting has fallen in the past six years, a poll suggests","['El apoyo a la prohibición de la caza ha disminuido en los últimos seis años, según una encuesta']"
1277,politics,the uk' opposition conservatives have unveiled plans to introduce health checks for immigrants if they win the general election,['los conservadores de la oposición del uk han desvelado planes para introducir chequeos de salud para los inmigrantes si ganan las elecciones generales']
1278,politics,"a taxpayer subsidised propaganda exercise on the eu is being used to lull the british public into a false sense of security, say the tories","['un ejercicio de propaganda subvencionada por el contribuyente sobre la eu se está utilizando para apaciguar al público británico en un falso sentido de seguridad, dicen los tories']"
1279,politics,uk citizens suspected of involvement in terrorism could face house arrest as part of a series of new measures outlined by the home secretary,['Los ciudadanos sospechosos de participar en el terrorismo podrían ser objeto de arresto domiciliario como parte de una serie de nuevas medidas esbozadas por el secretario del Interior']
1280,politics,uk chancellor gordon brown has offered £960m over 15 years to an international scheme aiming to boost vaccination and immunisation schemes,['uk canciller Gordon Brown ha ofrecido 960 millones de libras esterlinas a lo largo de 15 años a un programa internacional destinado a impulsar los programas de vacunación e inmunización']
1281,politics,"uk foreign secretary jack straw has defended plans to end the european union arms embargo on china, despite opposition from the us and japan","['El secretario de Asuntos Exteriores, Jack Pack, ha defendido planes para poner fin al embargo de armas de la Unión Europea sobre China, a pesar de la oposición de nosotros y Japón.']"
1282,politics,labour and the tories have clashed over tax and spending plans as the row over gordon brown budget turned into a full scale pre-election battle,['El trabajo y los tories han chocado por los planes de impuestos y gastos mientras la fila sobre el presupuesto marrón de Gordon se convirtió en una batalla preelectoral a gran escala']
1283,politics,elderly and disabled people would choose how their own budget for personal care was spent and organised under government plans,['Las personas de edad avanzada y las personas con discapacidad elegirían cómo se gasta su propio presupuesto para la atención personal y cómo se organiza en el marco de los planes gubernamentales']
1284,politics,the shape of the uk economy in graphics,['la forma de la economía uk en gráficos']
1285,politics,parents who refuse to allow former partners contact with their children could be electronically tagged under plans being considered by ministers,['Los padres que se nieguen a permitir el contacto de ex parejas con sus hijos podrían ser etiquetados electrónicamente en el marco de los planes que están considerando los ministros']
1286,politics,"it could cost £80m to run a uk referendum on the european constitution, ministers have revealed","['los ministros han revelado que podría costar 80 millones de libras esterlinas organizar un referéndum sobre la constitución europea,']"
1287,politics,"the days of britain having to apologise for its colonial past are over, gordon brown has said","['los días de Gran Bretaña teniendo que disculparse por su pasado colonial han terminado, Gordon Brown ha dicho']"
1288,politics,in a locked room at the heart of parliament there is a hive of scandal,['en una habitación cerrada en el corazón del parlamento hay una colmena de escándalo']
1289,politics,"britain economic future will be at the heart of labour poll campaign, chancellor gordon brown has said","['El futuro económico británico estará en el centro de la campaña de encuestas laborales, dijo el canciller Gordon Brown.']"
1290,politics,tony blair seems certain to end weeks of phoney war on monday and announce there will be a general election on 5 may,['Tony Blair parece seguro que terminará semanas de guerra falsa el lunes y anunciará que habrá elecciones generales el 5 de mayo']
1291,politics,labour is to be investigated by a watchdog over claims its election campaign has broken the rules on cold calling householders,['El trabajo debe ser investigado por un vigilante sobre las afirmaciones de que su campaña electoral ha roto las reglas sobre los hogares que llaman en frío']
1292,politics,ex-home secretary david blunkett has given fresh clues that the general election will be announced on monday,['ex-secretario de casa David Blunkett ha dado nuevas pistas de que las elecciones generales se anunciarán el lunes']
1293,politics,"the lib dems are set for their best results in both the general election and the local council polls, one of their frontbenchers has predicted","['los lib dems se fijan para sus mejores resultados tanto en las elecciones generales y las encuestas de los consejos locales, uno de sus frontbenchers ha predicho']"
1294,politics,sacked mp howard flight local conservative association has insisted he will not be its candidate at the general election,['mp howard vuelo asociación conservadora local ha insistido en que no será su candidato en las elecciones generales']
1295,politics,former labour prime minister lord callaghan has died on the eve of his 93rd birthday,['ex primer ministro de trabajo Lord Callaghan ha muerto en la víspera de su 93 cumpleaños']
1296,politics,"tony blair is likely to name 5 may as election day when parliament returns from its easter break, the bbc political editor has learned","['tony blair es probable que nombre 5 mayo como el día de las elecciones cuando el parlamento regresa de su descanso del este, el editor político de la BBC ha aprendido']"
1297,politics,the government has denied reports that gordon brown is preparing to oust alan milburn as labour election supremo,['el gobierno ha negado informes de que Gordon Brown se está preparando para expulsar a Alan Milburn como suprema elección laboral']
1298,politics,"eight out of 10 voters do not trust politicians to tell the truth, a new poll conducted for the bbc suggests","['ocho de cada 10 votantes no confían en los políticos para decir la verdad, una nueva encuesta realizada para el bbc sugiere']"
1299,politics,a conservative election challenger is quitting after being quoted as wanting a period of creative destruction in the public services,['un candidato electoral conservador está renunciando después de ser citado como que quiere un período de destrucción creativa en los servicios públicos']
1300,politics,"tony blair does not believe abortion should be an election issue, arguing it is a matter for individual conscience","['tony blair no cree que el aborto deba ser un tema electoral, argumentando que es un asunto de conciencia individual']"
1301,politics,"the ultimate prize of 10 downing street may continue to elude him but, as he prepares to deliver a record-breaking ninth budget, gordon brown can at least console himself with the thought that he is the longest serving chancellor of modern times","['el premio final de 10 downing street puede seguir eludiéndolo, pero, mientras se prepara para entregar un noveno presupuesto récord, Gordon Brown puede al menos consolarse con la idea de que es el canciller de servicio más largo de los tiempos modernos']"
1302,politics,"paul boateng, chief secretary to the treasury, is to step down as a labour mp at the forthcoming general election","['paul boateng, secretario jefe del Tesoro, va a dimitir como mp mano de obra en las próximas elecciones generales']"
1303,politics,michael howard has said a claim by peter hain that the tory leader is acting like an attack mongrel shows labour is rattled by the opposition,['Michael Howard ha dicho una afirmación de Peter Hain de que el líder tory está actuando como un monstruo de ataque muestra que el trabajo es sacudido por la oposición']
1304,politics,"tory delegates are gathering for what is expected to be their last conference before the general election, declaring britain needs a change at the top","['los delegados conservadores se reúnen para lo que se espera que sea su última conferencia antes de las elecciones generales, declarando que Gran Bretaña necesita un cambio en la cima']"
1305,politics,tory mp jonathan sayeed is to stand down on the grounds of ill health,['Tory mp jonathan sayeed es retirarse por motivos de mala salud']
1306,politics,"he is not finished yet, whispered the conservative party person as your reporter attempted to slip quietly from the hall","['aún no ha terminado, susurró a la persona conservadora del partido mientras su reportero intentaba escaparse silenciosamente de la sala']"
1307,politics,"people in england, scotland and wales must have registered by 1700 gmt to be able to vote in the general election if it is held, as expected, on 5 may","['las personas en Inglaterra, Escocia y Gales deben haber registrado antes de 1700 acuerdos para poder votar en las elecciones generales si se celebra, como se espera, el 5 de mayo']"
1308,politics,science minister lord sainsbury has made a £2m donation to the labour party for its general election fund,['El ministro de ciencias Lord Sainsbury ha hecho una donación de 2 millones de libras al Partido Laborista para su fondo electoral general']
1309,politics,tony blair says his personal standing in the eyes of voters will be an issue in the general election,['Tony Blair dice que su posición personal a los ojos de los votantes será un problema en las elecciones generales']
1310,politics,"the conservatives have been a lot smarter in the way they have conducted the general election campaign, a labour backbencher has said","['los conservadores han sido mucho más inteligentes en la forma en que han conducido la campaña electoral general, un trabajador ha dicho']"
1311,politics,the liberal democrats are aiming to unseat a string of top tories - including leader michael howard - at the next general election,['los demócratas liberales pretenden desbancar una serie de top tories - incluyendo al líder Michael Howard - en las próximas elecciones generales']
1312,politics,"the liberal democrats will present themselves as the real alternative in the forthcoming general election campaign, charles kennedy has said","['los demócratas liberales se presentarán como la verdadera alternativa en la próxima campaña electoral general, Charles Kennedy ha dicho']"
1313,sport,british hurdler sarah claxton is confident she can win her first major medal at next month european indoor championships in madrid,['La británica sarah claxton está segura de que puede ganar su primera medalla mayor en los campeonatos europeos de madrid.']
1314,sport,sonia o'sullivan has indicated that she would like to participate in next month world cross country championships in st etienne,"[""Sonia o'sullivan ha indicado que le gustaría participar en los campeonatos mundiales de cross country el próximo mes en St Etienne""]"
1315,sport,maurice greene aims to wipe out the pain of losing his olympic 100m title in athens by winning a fourth world championship crown this summer,['Maurice Greene pretende acabar con el dolor de perder su título olímpico de 100 metros en Atenas al ganar una cuarta corona del campeonato mundial este verano']
1316,sport,"the iaaf - athletics' world governing body - has met anti-doping officials, coaches and athletes to co-ordinate the fight against drugs in sport","['el iaaf - organismo de gobierno mundial de atletismo - se reunió con funcionarios antidopaje, entrenadores y atletas para coordinar la lucha contra las drogas en el deporte']"
1317,sport,"ethiopia tirunesh dibaba set a new world record in winning the women 5,000m at the boston indoor games",['ethiopia tirunesh dibaba estableció un nuevo récord mundial en la victoria de las mujeres de 5.000 metros en los juegos interiores de Boston']
1318,sport,pole vaulter yelena isinbayeva broke her own indoor world record by clearing 4.89 metres in lievin on saturday,"['pole boweter yelena isinbayeva rompió su propio récord mundial interior limpiando 4,89 metros en lievin el sábado']"
1319,sport,sonia o'sullivan will seek to regain her title at the bupa great ireland run on 9 april in dublin,"[""Sonia O'Sullivan buscará recuperar su título en el bupa gran ireland correr en 9 abril en Dublin""]"
1320,sport,"british triple jumper ashia hansen has ruled out a comeback this year after a setback in her recovery from a bad knee injury, according to reports","['El triple saltador británico ashia hansen ha descartado un regreso este año después de un revés en su recuperación de una mala lesión en la rodilla, según informes']"
1321,sport,britain jason gardener shook off an upset stomach to win the 60m at sunday leipzig international meeting,['Britain Jason jardinero sacudió un estómago molesto para ganar los 60m en el domingo leipzig reunión internacional']
1322,sport,world and commonwealth 100m champion kim collins will compete in the 60m at the norwich union grand prix in birmingham on 18 february,['mundial y el ELA 100m campeón kim colins competirá en los 60m en el gran prix del sindicato de Norwich en Birmingham el 18 de febrero']
1323,sport,paula radcliffe has been granted extra time to decide whether to compete in the world cross-country championships,['Paula radcliffe ha recibido tiempo extra para decidir si competir en los campeonatos mundiales de cross-country']
1324,sport,world outdoor triple jump record holder and bbc pundit jonathan edwards believes phillips idowu can take gold at the european indoor championships,['mundo al aire libre triple salto récord titular y bbc pundit jonathan edwards cree que Phillips idowu puede tomar oro en los campeonatos europeos de interior']
1325,sport,kenya athletics body has reversed a ban on marathon runner susan chepkemei after she made an official apology,['kenya cuerpo de atletismo ha invertido una prohibición en maratón corredor susan chepkemei después de que hizo una disculpa oficial']
1326,sport,northern ireland man james mcilroy is confident he can win his first major title at this weekend spar european indoor championships in madrid,['Northern ireland hombre james mcilroy está seguro de que puede ganar su primer título importante en este fin de semana campeonatos europeos de interior en madrid']
1327,sport,uk athletics has agreed a new deal with adidas to supply great britain squads of all ages with their kit for the next four years,['uk atletismo ha acordado un nuevo acuerdo con adidas para abastecer a grandes escuadras británicas de todas las edades con su kit para los próximos cuatro años']
